config_id,seed,best_val_balacc,best_epoch,test_balacc,test_macro_f1,test_weighted_f1,test_top1_acc,test_auc,final_train_loss
9,42,0.6154828461976054,27,0.5352815942898668,0.41908770260742545,0.6325722909501348,0.5899749373433584,0.8575257746183624,1.0959384699486374
9,43,0.6035592947474143,22,0.525308825335557,0.4037907340866681,0.6170381196223221,0.5679197994987468,0.8545974014691585,1.1187199936867651
9,44,0.609420843480298,37,0.5509377653932555,0.4306578687231986,0.6321554687479856,0.5884711779448621,0.8559748455795714,1.0533841641903443
10,42,0.61363518140692,44,0.5398944719259807,0.419630436266377,0.6246732903353934,0.5794486215538847,0.8543858431190384,1.065445405937387
10,43,0.6010632674043818,36,0.5286165220842446,0.4072597504914048,0.6108697589638584,0.5609022556390978,0.8534976083014434,1.086019718340126
10,44,0.6020452924076839,37,0.5384546249847545,0.4233293174092329,0.6252230592747247,0.5789473684210527,0.8552147349604167,1.0692190834885902
12,42,0.6117149253480193,34,0.5415977727765577,0.40750857326658224,0.6079707707628901,0.5583959899749373,0.8499752097029056,1.1557179689221924
12,43,0.5991543721767535,31,0.5150762187057506,0.3820899474953877,0.5831981747177738,0.5268170426065163,0.850505004820611,1.165001327113687
12,44,0.6038757860200186,34,0.5377741001147828,0.4110312535625374,0.6112027288280689,0.5619047619047619,0.8482420080943176,1.1433107226757893
